"Book_book_name","Book_rating","Book_cover","Book_cover_url","Book_Detail"
"名侦探的守则 : 东野圭吾作品09","7.4","https://img3.doubanio.com/view/subject/l/public/s4215105.jpg","https://book.douban.com/subject/4264003/","(日) 东野圭吾 / 岳远坤 / 南海出版公司 / 2010-4 / 22"
"沉睡的人鱼之家","7.2","https://img3.doubanio.com/view/subject/l/public/s29466436.jpg","https://book.douban.com/subject/27028847/","[日] 东野圭吾 / 王蕴洁 / 北京联合出版公司 / 2017-6 / 39.80元"
"黑笑小说 : 东野圭吾作品11","7.6","https://img3.doubanio.com/view/subject/l/public/s6189996.jpg","https://book.douban.com/subject/4213995/","[日] 东野圭吾 / 李盈春 / 南海出版公司 / 2010-7 / 22.00元"
"拉普拉斯的魔女","6.8","https://img3.doubanio.com/view/subject/l/public/s29195703.jpg","https://book.douban.com/subject/26920165/","[日] 东野圭吾 / 王蕴洁 / 北京联合出版公司 / 2017-1 / 39.80元"
"从前我死去的家","7.6","https://img3.doubanio.com/view/subject/l/public/s26568084.jpg","https://book.douban.com/subject/24153181/","〔日〕东野圭吾 / 李盈春 / 南海出版公司 / 2013-7-1 / 25.00元"
"假面山庄","7.6","https://img3.doubanio.com/view/subject/l/public/s29623074.jpg","https://book.douban.com/subject/27200261/","[日] 东野圭吾 / 陈文娟 / 北京十月文艺出版社 / 2018-1 / 45"
"信","7.7","https://img1.doubanio.com/view/subject/l/public/s4514129.jpg","https://book.douban.com/subject/3890174/","（日）东野圭吾 / Keigo Higashino / 赵江 / 译林出版社 / 2009.7 / 25.00元"
"谁杀了她 : 加贺探案集3","7.6","https://img3.doubanio.com/view/subject/l/public/s11368492.jpg","https://book.douban.com/subject/10594788/","[日] 东野圭吾 / 袁斌 / 南海出版公司 / 2012-10 / 28.00元"
"梦幻花","6.6","https://img3.doubanio.com/view/subject/l/public/s30014612.jpg","https://book.douban.com/subject/26297985/","[日]东野圭吾 / 赵峻 / 皮琳 / 作家出版社 / 2015-2 / 36.00元"
"红手指","7.8","https://img3.doubanio.com/view/subject/l/public/s6950680.jpg","https://book.douban.com/subject/6794021/","(日)东野圭吾 / 于壮 / 南海出版公司 / 2011-10 / 25.00元"
"假面饭店","7.1","https://img1.doubanio.com/view/subject/l/public/s24231568.jpg","https://book.douban.com/subject/11615173/","[日] 东野圭吾 / 中森 / 南海出版公司 / 2012-12 / 39.80元"
"平行世界·爱情故事","7.2","https://img3.doubanio.com/view/subject/l/public/s7662994.jpg","https://book.douban.com/subject/6902164/","(日)东野圭吾 / 王维幸 / 南海出版公司 / 2012-1-1 / 28.00元"
"伽利略的苦恼","7.2","https://img3.doubanio.com/view/subject/l/public/s6633540.jpg","https://book.douban.com/subject/3926665/","（日）东野圭吾 / 袁斌 / 当代世界出版社 / 2009-9 / 30.00元"
"侦探伽利略","7.2","https://img3.doubanio.com/view/subject/l/public/s3047295.jpg","https://book.douban.com/subject/3053207/","[日] 东野圭吾 / 赵博 / 戴璐璐 / 海南出版社 / 2008-5 / 24.80元"
"我杀了他 : 加贺探案集5","7.4","https://img3.doubanio.com/view/subject/l/public/s25798592.jpg","https://book.douban.com/subject/20449829/","[日] 东野圭吾 / 郑琳 / 南海出版社 / 2013-4 / 32.00元"
"超·杀人事件 : 推理作家的苦恼","8.2","https://img3.doubanio.com/view/subject/l/public/s33473051.jpg","https://book.douban.com/subject/5939312/","[日] 东野圭吾 / 计丽屏 / 南海出版公司 / 2011-7 / 22.00元"
"嫌疑犯X的獻身","8.8","https://img3.doubanio.com/view/subject/l/public/s3929445.jpg","https://book.douban.com/subject/1874961/","東野圭吾 / 劉子倩 / 獨步文化 / 2006 / NT.280"
"盛夏的方程式 : 伽利略系列06","7.4","https://img3.doubanio.com/view/subject/l/public/s24230504.jpg","https://book.douban.com/subject/17724327/","[日] 东野圭吾 / 袁斌 / 现代出版社 / 2012-12 / 28.00元"
"毒笑小说 : 东野圭吾作品13","7.8","https://img3.doubanio.com/view/subject/l/public/s4466256.jpg","https://book.douban.com/subject/4718973/","[日]东野圭吾 / 李盈春 / 南海出版公司 / 2010年9月 / 25.00元"
"流星之绊","8.0","https://img1.doubanio.com/view/subject/l/public/s29823047.jpg","https://book.douban.com/subject/26774897/","[日]东野圭吾 / 徐建雄 / 南海出版公司 / 2016-6 / 45.00元"
"圣女的救济","7.7","https://img3.doubanio.com/view/subject/l/public/s29823045.jpg","https://book.douban.com/subject/26906797/","[日] 东野圭吾 / 袁斌 / 南海出版公司 / 2017-1-1 / 45.00元"
"绑架游戏","7.3","https://img1.doubanio.com/view/subject/l/public/s4200408.jpg","https://book.douban.com/subject/4191594/","[日]东野圭吾 / 郑悦 / 上海译文出版社 / 2010-3 / 20.00"
"湖畔","7.3","https://img3.doubanio.com/view/subject/l/public/s28392572.jpg","https://book.douban.com/subject/26598142/","[日] 东野圭吾 / 沈杨 / 化学工业出版社 / 2016-1-1 / 32.00元"
"悖论13","7.4","https://img1.doubanio.com/view/subject/l/public/s11181029.jpg","https://book.douban.com/subject/11511204/","(日)东野圭吾 / 林青华 / 南海出版公司 / 2012-9 / 32.00元"
"同级生","6.7","https://img3.doubanio.com/view/subject/l/public/s8926854.jpg","https://book.douban.com/subject/7047148/","东野圭吾 / 王丽丽 / 南海出版公司 / 2012-3 / 28.00元"
"黎明之街","7.4","https://img1.doubanio.com/view/subject/l/public/s29823039.jpg","https://book.douban.com/subject/27178063/","[日] 东野圭吾 / 李超楠 / 南海出版公司 / 2018-2 / 49.50元"
"毕业 : 加贺探案集1","7.2","https://img3.doubanio.com/view/subject/l/public/s10419106.jpg","https://book.douban.com/subject/10598145/","[日] 东野圭吾 / 黄真 / 南海出版公司 / 2012-7 / 28.00元"
"放学后","7.5","https://img1.doubanio.com/view/subject/l/public/s29516909.jpg","https://book.douban.com/subject/27102207/","[日]东野圭吾 / 赵峻 / 南海出版公司 / 2017-9 / 45"
"红手指","8.1","https://img1.doubanio.com/view/subject/l/public/s28373307.jpg","https://book.douban.com/subject/26651926/","[日] 东野圭吾 / 于壮 / 南海出版公司 / 2016-1 / 39.50"
"名侦探的诅咒 : 东野圭吾作品14","7.1","https://img1.doubanio.com/view/subject/l/public/s4464968.jpg","https://book.douban.com/subject/4903440/","(日)东野圭吾 / 岳远坤 / 南海出版公司 / 2010年8月 / 20.00元"
"沉睡的森林 : 加贺探案集2","6.9","https://img1.doubanio.com/view/subject/l/public/s11368489.jpg","https://book.douban.com/subject/10594783/","(日)东野圭吾 / 郑琳 / 南海出版公司 / 2012-10 / 28.00元"
"彷徨之刃","7.9","https://img1.doubanio.com/view/subject/l/public/s28035637.jpg","https://book.douban.com/subject/26298572/","东野圭吾 / 刘珮瑄 / 南海出版公司 / 2015-4-1 / CNY 39.50"
"回廊亭杀人事件","6.7","https://img3.doubanio.com/view/subject/l/public/s6499911.jpg","https://book.douban.com/subject/4723740/","[日]东野圭吾 / 陈祖懿 / 华文出版社 / 2010年4月 / 25.00元"
"怪笑小说","7.9","https://img1.doubanio.com/view/subject/l/public/s4579607.jpg","https://book.douban.com/subject/5380266/","[日] 东野圭吾 / 李盈春 / 南海出版公司 / 2011-2 / 20.00元"
"白夜行","9.0","https://img3.doubanio.com/view/subject/l/public/s30014645.jpg","https://book.douban.com/subject/27112607/","[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2017-7 / 59.6"
"畢業前殺人遊戲 : 日本金榜名著 54","6.6","https://img3.doubanio.com/view/subject/l/public/s30014231.jpg","https://book.douban.com/subject/1927377/","东野圭吾 / 傅君 / 皇冠文化 / 1989 / 140"
"秘密","7.7","https://img3.doubanio.com/view/subject/l/public/s27185093.jpg","https://book.douban.com/subject/25720041/","(日)东野圭吾 / 章程 / 化学工业出版社 / 2014-1-1 / 29.80元"
"秘密","8.0","https://img3.doubanio.com/view/subject/l/public/s30014644.jpg","https://book.douban.com/subject/27115970/","[日] 东野圭吾 / 连子心 / 南海出版公司 / 2017-11 / 45.00元"
"预知梦","7.0","https://img1.doubanio.com/view/subject/l/public/s5676768.jpg","https://book.douban.com/subject/2242461/","（日）东野圭吾 / 赵博 / 海南出版社 / 2007-11 / 18.00元"
"只差一个谎言 : 加贺探案集6","7.1","https://img3.doubanio.com/view/subject/l/public/s26099405.jpg","https://book.douban.com/subject/21347638/","(日)东野圭吾 / 黄真 / 南海出版公司 / 2013-4 / 25.00元"
"黎明之街 : 东野圭吾作品26","7.2","https://img3.doubanio.com/view/subject/l/public/s8871926.jpg","https://book.douban.com/subject/7067983/","(日)东野圭吾 / 李超楠 / 南海出版公司 / 2012-3 / 28.00元"
"杀人之门","7.5","https://img3.doubanio.com/view/subject/l/public/s4661770.jpg","https://book.douban.com/subject/5416915/","[日] 东野圭吾 / 张智渊 / 南海出版公司 / 2011-4 / 29.80元"
"神探伽利略 : 首次东野圭吾授权未删节完整中译版！","7.0","https://img3.doubanio.com/view/subject/l/public/s20799003.jpg","https://book.douban.com/subject/19951185/","东野圭吾 / 袁斌 / 化学工业出版社 / 2013-1-1 / 24.80元"
"假面前夜","6.7","https://img3.doubanio.com/view/subject/l/public/s28462052.jpg","https://book.douban.com/subject/26703641/","[日] 东野圭吾 / 宋扬 / 南海出版公司 / 2016-5 / 39.80元"
"疾风回旋曲","5.6","https://img1.doubanio.com/view/subject/l/public/s27270858.jpg","https://book.douban.com/subject/25841847/","[日] 东野圭吾 / 苏友友 / 现代出版社 / 2014-5 / 33.00元"
"白金数据","7.1","https://img3.doubanio.com/view/subject/l/public/s29645762.jpg","https://book.douban.com/subject/27173553/","[日] 东野圭吾 / 王蕴洁 / 北京联合出版公司 / 2018-1 / 42.00元"
"时生","7.6","https://img3.doubanio.com/view/subject/l/public/s28112483.jpg","https://book.douban.com/subject/26387514/","东野圭吾 / 徐建雄 / 南海出版公司 / 2015-7-1 / 39.50元"
"麒麟之翼 : 加贺探案集9","7.8","https://img3.doubanio.com/view/subject/l/public/s28112461.jpg","https://book.douban.com/subject/26387513/","东野圭吾 / 田秀娟 / 南海出版公司 / 2015-7 / 39.50元"
"解憂雜貨店 : 東野圭吾作品集17","8.6","https://img3.doubanio.com/view/subject/l/public/s26959154.jpg","https://book.douban.com/subject/24829798/","東野圭吾 / 王蘊潔 / 皇冠 / 2013-8-5 / NT$350"
"湖边凶杀案","7.2","https://img3.doubanio.com/view/subject/l/public/s2748930.jpg","https://book.douban.com/subject/2242467/","[日] 东野圭吾 / 赵博 / 海南出版社 / 2007-11 / 18.00元"
"十一字杀人","6.7","https://img3.doubanio.com/view/subject/l/public/s6131700.jpg","https://book.douban.com/subject/4191587/","[日] 东野圭吾 / 叶娉 / 上海译文出版社 / 2010年1月 / 20.00元"
"白马山庄杀人事件","6.6","https://img3.doubanio.com/view/subject/l/public/s4664645.jpg","https://book.douban.com/subject/5326850/","[日] 东野圭吾 / 袁斌 / 人民文学出版社 / 2011-2 / 28.00元"
"没有凶手的杀人夜","6.9","https://img1.doubanio.com/view/subject/l/public/s4460848.jpg","https://book.douban.com/subject/4903190/","(日) 东野圭吾 / 袁斌 / 人民文学出版社 / 2010-8 / 25.00元"
"东野圭吾的最后致意","7.0","https://img3.doubanio.com/view/subject/l/public/s24980196.jpg","https://book.douban.com/subject/20507419/","（日）东野圭吾 / 潘璐 / 新星出版社 / 2013-2 / 28.00元"
"悲剧人偶","7.1","https://img1.doubanio.com/view/subject/l/public/s30014627.jpg","https://book.douban.com/subject/30210694/","[日]东野圭吾 / 杨婉蘅 / 北京十月文艺出版社 / 2018-8-1 / 49.50"
"我的晃荡的青春","6.9","https://img1.doubanio.com/view/subject/l/public/s28265889.jpg","https://book.douban.com/subject/26576518/","[日]东野圭吾 / 代珂 / 南海出版公司 / 2015-9 / 35.00元"
"濒死之眼","6.3","https://img3.doubanio.com/view/subject/l/public/s6148301.jpg","https://book.douban.com/subject/4286244/","[日] 东野圭吾 / 匡匡 / 上海译文出版社 / 2010-4 / 22.00元"
"假面饭店","7.1","https://img3.doubanio.com/view/subject/l/public/s28968023.jpg","https://book.douban.com/subject/26853726/","[日]东野圭吾 / 宋扬 / 南海出版公司 / 2016-8 / 39.80元"
"美丽的凶器","6.5","https://img3.doubanio.com/view/subject/l/public/s6881741.jpg","https://book.douban.com/subject/6429267/","[日] 东野圭吾 / 花超 / 南海出版公司 / 2011-8 / 22.00元"
"浪花少年侦探团","6.9","https://img1.doubanio.com/view/subject/l/public/s29234529.jpg","https://book.douban.com/subject/26935572/","[日] 东野圭吾 / 张舟 / 南海出版公司 / 2017-3 / 35.00元"
"信","7.9","https://img1.doubanio.com/view/subject/l/public/s28006179.jpg","https://book.douban.com/subject/25956990/","[日] 东野圭吾 / 赵江 / 译林出版社 / 2014-10 / 28.00"
"危险的维纳斯","6.1","https://img1.doubanio.com/view/subject/l/public/s29963217.jpg","https://book.douban.com/subject/30380271/","[日] 东野圭吾 / 星野空 / 北京联合出版公司 / 2018-12 / 45.00元"
"盛夏方程式","7.9","https://img3.doubanio.com/view/subject/l/public/s32305296.jpg","https://book.douban.com/subject/30317420/","[日]东野圭吾 / 蓝佳 / 南海出版公司 / 2018-11 / 59.00元"
"布鲁特斯的心脏","7.0","https://img1.doubanio.com/view/subject/l/public/s24514538.jpg","https://book.douban.com/subject/20432186/","[日]东野圭吾 / 赵仲明 / 南海出版公司 / 2013-1 / 32.00元"
"空中杀人现场","6.1","https://img1.doubanio.com/view/subject/l/public/s26316699.jpg","https://book.douban.com/subject/23010385/","[日] 东野圭吾 / 杨婉蘅 / 南海出版社 / 2013-6 / 25.00元"
"圣女的救济 : 《嫌疑人X的献身》续集","7.8","https://img3.doubanio.com/view/subject/l/public/s7646755.jpg","https://book.douban.com/subject/6784976/","(日)东野圭吾 / 袁斌 / 译林出版社 / 2011-10 / 25.00元"
"大雪中的山庄","7.2","https://img3.doubanio.com/view/subject/l/public/s29448063.jpg","https://book.douban.com/subject/27037148/","[日] 东野圭吾 / 李盈春 / 北京十月文艺出版社 / 2017-6 / 35.00元"
"白夜行","9.1","https://img3.doubanio.com/view/subject/l/public/s1491643.jpg","https://book.douban.com/subject/1473895/","東野 圭吾 / 东野圭吾 / 集英社 / 1999-8 / JP￥1000"
"使命與心的極限 : 東野圭吾作品集14","7.3","https://img3.doubanio.com/view/subject/l/public/s3105504.jpg","https://book.douban.com/subject/3052810/","東野圭吾 / 劉姿君 / 獨步文化 / 2008.06 / NT$340"
"歪笑小说","7.4","https://img1.doubanio.com/view/subject/l/public/s28116538.jpg","https://book.douban.com/subject/26417643/","[日] 东野圭吾 / 王丽丽 / 南海出版公司 / 2015-7 / 32.00"
"麒麟之翼 : 加贺探案集9","7.6","https://img3.doubanio.com/view/subject/l/public/s26814725.jpg","https://book.douban.com/subject/24384165/","(日)东野圭吾 / 田秀娟 / 南海出版公司 / 2013-8-1 / 33"
"风雪追击","5.9","https://img1.doubanio.com/view/subject/l/public/s29362779.jpg","https://book.douban.com/subject/26971148/","[日] 东野圭吾 / 赵文梅 / 现代出版社 / 2017-4 / 39.80元"
"魔球","7.1","https://img3.doubanio.com/view/subject/l/public/s27887866.jpg","https://book.douban.com/subject/25779594/","[日]东野圭吾 / 黄真 / 南海出版公司 / 2015-1-1 / 35"
"鸟人计划","6.7","https://img3.doubanio.com/view/subject/l/public/s6379400.jpg","https://book.douban.com/subject/5939295/","[日] 东野圭吾 / 星野空 / 南海出版公司 / 2011-6 / 25.00元"
"恋爱的贡多拉","5.9","https://img1.doubanio.com/view/subject/l/public/s29449788.jpg","https://book.douban.com/subject/27007486/","[日] 东野圭吾 / 魏精彩 / 现代出版社 / 2017-6 / 38.00"
"以眨眼干杯","6.2","https://img3.doubanio.com/view/subject/l/public/s6799096.jpg","https://book.douban.com/subject/6314045/","[日] 东野圭吾 / 袁斌 / 化学工业出版社 / 2011-6 / 25.00元"
"惡意","8.5","https://img3.doubanio.com/view/subject/l/public/s1389564.jpg","https://book.douban.com/subject/1370069/","東野圭吾 / 婁美蓮 / 商周 / 20040120 / NT$ 240"
"禁断的魔术","6.4","https://img1.doubanio.com/view/subject/l/public/s29910689.jpg","https://book.douban.com/subject/30317421/","[日]东野圭吾 / 张北辰 / 南海出版公司 / 2019-1 / 49.50元"
"假面之夜","7.0","https://img1.doubanio.com/view/subject/l/public/s29885407.jpg","https://book.douban.com/subject/30206396/","[日] 东野圭吾 / 李倩 / 黄少安 / 南海出版公司 / 2018-6 / 58.00元"
"流星之絆 : 東野圭吾作品集17","7.7","https://img3.doubanio.com/view/subject/l/public/s33486343.jpg","https://book.douban.com/subject/3553032/","東野圭吾 / 葉韋利 / 獨步文化 / 2009-3-6 / 320"
"谁杀了她","7.7","https://img3.doubanio.com/view/subject/l/public/s29860723.jpg","https://book.douban.com/subject/30210250/","(日) 东野圭吾 / 袁斌 / 北京十月文艺出版社 / 2018-6 / 49.50元"
"禁忌魔术 : 神探伽利略8","7.1","https://img3.doubanio.com/view/subject/l/public/s27207786.jpg","https://book.douban.com/subject/25756926/","(日) 东野圭吾 / 叶娉 / 上海译文出版社 / 2014-1 / 38.00元"
"雪国之劫","5.8","https://img3.doubanio.com/view/subject/l/public/s26711283.jpg","https://book.douban.com/subject/24720957/","(日)东野圭吾 / 郑悦 / 上海译文出版社 / 2013-7-15 / 33.00"
"学生街的日子","6.8","https://img3.doubanio.com/view/subject/l/public/s29868101.jpg","https://book.douban.com/subject/30276769/","[日] 东野圭吾 / 王维幸 / 南海出版公司 / 2018-10 / 49.50元"
"分身","7.3","https://img3.doubanio.com/view/subject/l/public/s28899083.jpg","https://book.douban.com/subject/26792376/","[日] 东野圭吾 / 王维幸 / 南海出版公司 / 2016-6 / 39.50元"
"超. 殺人事件: 推理作家的苦惱 : 推理作家的苦恼","8.4","https://img1.doubanio.com/view/subject/l/public/s4245949.jpg","https://book.douban.com/subject/2036390/","東野圭吾 / 張智淵 / 獨步 / 2007 / NT 220"
"布谷鸟的蛋是谁的","6.3","https://img1.doubanio.com/view/subject/l/public/s6328289.jpg","https://book.douban.com/subject/5290397/","（日）东野圭吾 / 马杰 / 新星出版社 / 2011-5 / 30.00元"
"虚像小丑","6.8","https://img1.doubanio.com/view/subject/l/public/s28119818.jpg","https://book.douban.com/subject/25754002/","(日)东野圭吾 / 郑悦 / 上海译文出版社 / 2014-1 / 35.00元"
"白夜行（上） : 東野圭吾作品集12","9.2","https://img3.doubanio.com/view/subject/l/public/s3387031.jpg","https://book.douban.com/subject/2266490/","東野圭吾 / 劉姿君 / 獨步文化 / 2008-11-28 / NTD360元"
"那时的某人","6.4","https://img3.doubanio.com/view/subject/l/public/s29324836.jpg","https://book.douban.com/subject/26911126/","[日] 东野圭吾 / 吐雅 / 译林出版社 / 2017-3 / 39.80"
"幻夜","7.5","https://img3.doubanio.com/view/subject/l/public/s28022211.jpg","https://book.douban.com/subject/25731139/","东野圭吾 / 李炜 / 南海出版公司 / 2013-10-1 / CNY 39.50"
"湖畔杀人事件","7.3","https://img3.doubanio.com/view/subject/l/public/s25801444.jpg","https://book.douban.com/subject/21365370/","东野圭吾 / 沈杨 / 天津人民出版社 / 2013-3-1 / 28.00元"
"畢業：雪月花殺人遊戲 : 東野圭吾作品集19","6.7","https://img3.doubanio.com/view/subject/l/public/s33486344.jpg","https://book.douban.com/subject/4018047/","東野圭吾 / 吳得智 / 獨步文化 / 2009年10月1日 / NTD280元"
"悪意","8.7","https://img3.doubanio.com/view/subject/l/public/s6937763.jpg","https://book.douban.com/subject/3885914/","東野圭吾 / 講談社 / 2000-1-5"
"侦探俱乐部","6.7","https://img3.doubanio.com/view/subject/l/public/s24420041.jpg","https://book.douban.com/subject/19964966/","(日)东野圭吾 / 李盈春 / 南海出版公司 / 2013-1 / 28.00元"
"單戀 : 東野圭吾作品集09","7.9","https://img1.doubanio.com/view/subject/l/public/s1946299.jpg","https://book.douban.com/subject/1928477/","東野圭吾 / 張智淵 / 獨步文化 / 2006.12 / NT380"
"嫌疑犯X的獻身 : (新版)","9.1","https://img3.doubanio.com/view/subject/l/public/s24852712.jpg","https://book.douban.com/subject/21247886/","東野圭吾 / 劉子倩 / 獨步文化 / 2009-12-29 / NT$ 252"
"放學後 : 日本江戶川亂步獎得獎作品2","7.7","https://img3.doubanio.com/view/subject/l/public/s30014253.jpg","https://book.douban.com/subject/3032894/","東野圭吾 / 林敏生 / 林白出版社 / 1991-09-05 / 新臺幣140元"
"天空之蜂","6.6","https://img1.doubanio.com/view/subject/l/public/s27969928.jpg","https://book.douban.com/subject/26264953/","(日)东野圭吾 / 王维幸 / 南海出版公司 / 2015-2 / 39.50元"
"怪人们","6.5","https://img1.doubanio.com/view/subject/l/public/s4460849.jpg","https://book.douban.com/subject/4903189/","(日) 东野圭吾 / 尹月 / 人民文学出版社 / 2010-8 / 22.00元"
"造彩虹的人","6.3","https://img3.doubanio.com/view/subject/l/public/s29449646.jpg","https://book.douban.com/subject/27037149/","[日] 东野圭吾 / 吕灵芝 / 北京十月文艺出版社 / 2017-6 / 39.50元"
"雪地殺機 : 推理之最精選34","7.1","https://img1.doubanio.com/view/subject/l/public/s1798108.jpg","https://book.douban.com/subject/1864553/","東野圭吾 / 林敏生 / 林白出版社 / 1996 / NT$210"
"从前我死去的家","7.9","https://img3.doubanio.com/view/subject/l/public/s29797641.jpg","https://book.douban.com/subject/30245830/","[日]东野圭吾 / 李盈春 / 北京十月文艺出版社 / 2018-8 / 49.50元"
"放學後 : 江戶川亂步獎傑作選1","7.7","https://img3.doubanio.com/view/subject/l/public/s3597511.jpg","https://book.douban.com/subject/3450539/","東野圭吾 / 張秋明 / 臉譜 / 2009年2月26日 / NT$280元"
"悖论13","7.3","https://img3.doubanio.com/view/subject/l/public/s27401893.jpg","https://book.douban.com/subject/25957816/","东野圭吾 / 林青华 / 南海出版公司 / 2014-9-20 / 39.5元"
"徬徨之刃 : 東野圭吾作品集01","7.8","https://img3.doubanio.com/view/subject/l/public/s4459886.jpg","https://book.douban.com/subject/2379450/","東野圭吾 / 劉珮瑄 / 皇冠文化出版有限公司 / 2008-01-31 / 320"
"圣女的救赎","7.8","https://img3.doubanio.com/view/subject/l/public/s27305515.jpg","https://book.douban.com/subject/25866561/","(日)东野圭吾 / 袁斌 / 接力出版社 / 2014-6 / 24.80元"
"惡意(改版) : 東野圭吾作品集01","8.7","https://img3.doubanio.com/view/subject/l/public/s3125331.jpg","https://book.douban.com/subject/3101152/","東野圭吾 / 婁美蓮 / 臺灣獨步文化 / 2006年9月28日 / NTD240元"
"预知梦 : 神探伽利略2","7.2","https://img1.doubanio.com/view/subject/l/public/s26250817.jpg","https://book.douban.com/subject/22993089/","东野圭吾 / 陆章敏 / 化学工业出版社 / 2013-5-1 / 28.00元"
